age,gender,city,relationship_status,sleep_hours,exercise_frequency,screen_time_hours,diet_quality,stress_level,anxiety_level,mood,motivation_level,concentration_level,social_support,social_interaction_frequency,work_stress,is_student,is_employed,household_responsibility,open_to_therapy,aware_of_mental_health,mental_health_risk
34,male,Surat,in_relationship,5.9,3,4.6,3,8,4,6,5,7,3,6,2,0,0,1,1,1,0
21,female,Hyderabad,single,10,4,6.4,2,4,6,10,10,9,4,7,4,0,1,3,0,0,0
28,male,Delhi,single,5.7,3,3.2,2,10,4,4,7,7,3,4,6,0,0,3,1,1,1
18,female,Mumbai,single,6.3,4,3.3,3,10,9,6,4,5,2,5,6,0,1,5,1,0,1
20,female,Hyderabad,single,7.5,6,4.5,3,4,7,9,8,7,2,4,2,0,0,2,1,1,0
26,male,Kolkata,single,7.5,4,3.2,3,10,7,5,5,2,5,3,8,0,1,2,0,0,1
18,male,Chennai,married,7.9,4,6.8,3,9,6,6,6,6,5,5,3,1,0,2,0,0,1
41,female,Mumbai,single,9.2,2,3.1,4,5,4,8,9,5,5,3,2,0,1,4,1,1,0
18,male,Mumbai,single,7.3,0,5,2,10,8,3,4,6,3,9,6,1,0,2,1,1,1
24,female,Bengaluru,single,5.4,0,4.9,3,9,9,3,4,1,3,4,2,1,0,3,1,1,1
29,male,Delhi,in_relationship,6.3,4,4.9,4,8,7,5,6,5,3,2,4,0,1,4,1,0,1
40,female,Delhi,in_relationship,7,4,4.8,4,6,8,5,8,6,3,12,3,1,0,3,1,0,1
18,male,Delhi,in_relationship,8.8,4,5,3,7,6,8,8,5,2,9,4,1,0,3,1,1,0
37,female,Pune,in_relationship,5.1,6,6,3,9,8,3,6,5,3,1,7,1,0,3,1,1,1
28,male,Jaipur,married,8.4,3,4.9,4,2,3,8,6,8,3,3,0,0,0,3,1,1,0
20,female,Bengaluru,single,7.2,7,4.5,2,7,4,7,6,7,3,6,5,0,0,3,1,1,0
32,male,Jaipur,in_relationship,8,3,7.9,4,10,10,5,6,5,4,6,8,0,1,4,0,0,1
30,female,Delhi,married,6.5,3,3,4,6,6,8,7,5,4,2,3,1,0,5,1,1,0
23,female,Bengaluru,complicated,6,2,4.4,2,7,8,5,7,5,5,9,5,0,0,2,1,0,1
29,male,Delhi,married,7.9,2,1.4,3,7,8,9,9,6,4,8,5,0,0,1,0,0,0
25,male,Ahmedabad,single,7.1,5,6.8,4,4,4,9,6,6,4,8,0,1,0,4,1,0,0
29,male,Surat,single,7.9,1,2.4,2,8,6,7,7,5,5,11,6,1,0,4,1,1,0
33,female,Ahmedabad,single,6.4,0,5.2,3,9,6,4,4,4,4,8,0,1,0,3,1,1,1
41,female,Bengaluru,in_relationship,6.3,2,3.8,3,7,6,5,7,5,5,7,1,0,0,3,1,1,0
18,female,Ahmedabad,single,4.9,2,5.1,2,10,10,1,3,3,3,10,6,0,1,3,1,0,1
45,male,Mumbai,single,8.2,7,3.4,4,7,10,10,10,4,3,8,10,0,1,4,1,1,1
18,male,Jaipur,married,6.8,4,4.2,2,7,7,5,6,7,2,4,2,1,0,5,1,1,1
27,female,Hyderabad,single,5.8,2,7.4,4,8,10,3,4,2,3,7,3,0,0,3,1,0,1
33,female,Bengaluru,married,6.4,1,5.1,2,8,9,4,5,4,4,4,6,0,0,5,1,1,1
30,non_binary,Hyderabad,single,6,0,3.4,3,10,10,2,4,6,3,7,6,0,1,2,1,1,1
23,male,Ahmedabad,single,4.8,1,4,4,9,7,2,5,6,4,6,2,0,1,4,1,1,1
26,female,Mumbai,single,5.7,3,7.7,3,10,7,1,4,6,2,2,2,1,0,2,1,1,1
24,male,Chennai,in_relationship,5.9,5,4.8,2,8,9,8,10,3,5,6,5,1,0,4,1,1,1
23,male,Delhi,single,6.5,4,3.1,2,7,7,6,6,6,4,6,4,0,0,1,1,1,0
35,female,Chennai,single,6.1,3,3.1,3,9,9,3,4,3,3,4,7,0,0,1,0,0,1
31,female,Pune,married,5,2,3.4,3,10,10,1,2,3,3,6,7,0,1,4,1,0,1
22,non_binary,Pune,single,9.1,5,4.2,4,6,2,10,8,8,3,9,2,1,0,3,1,1,0
35,male,Hyderabad,in_relationship,7.9,1,1.9,2,5,4,8,7,6,5,5,3,0,1,3,1,0,0
30,male,Hyderabad,in_relationship,5.4,5,2.5,2,4,5,8,8,5,4,7,1,1,0,2,1,1,0
35,female,Mumbai,single,7,4,4.1,3,5,5,7,7,5,3,11,2,1,0,3,1,1,0
33,female,Kolkata,in_relationship,7,2,5.7,3,10,10,4,3,3,3,6,10,0,1,3,1,0,1
21,male,Delhi,single,8.3,0,3.7,5,10,8,7,3,7,5,6,8,0,1,5,1,1,1
24,male,Hyderabad,in_relationship,5.6,1,4.8,3,7,8,3,4,4,3,4,4,1,0,4,1,1,1
34,male,Delhi,single,7.9,6,8.5,5,7,5,8,9,7,3,9,2,1,0,2,1,1,0
33,female,Mumbai,in_relationship,5.7,3,7.1,2,10,7,2,6,5,5,7,6,1,0,5,1,1,1
28,male,Ahmedabad,single,4.7,1,3.4,2,9,9,4,4,4,3,10,5,1,0,3,1,1,1
29,male,Mumbai,in_relationship,7.8,4,3.2,2,8,9,7,5,5,5,5,10,0,1,2,1,0,1
38,male,Kolkata,single,8.7,0,2.8,4,10,8,3,3,6,2,0,10,0,1,4,1,1,1
23,male,Delhi,single,9.5,3,6.8,5,4,4,9,10,10,3,1,0,1,0,3,1,0,0
32,male,Mumbai,single,5.2,2,4.1,2,9,8,2,5,5,4,7,3,0,1,3,1,1,1
26,female,Hyderabad,single,7.7,2,3.7,3,7,5,5,6,7,2,3,3,0,1,2,1,1,0
26,male,Mumbai,married,6.5,1,2.9,2,9,8,1,5,4,3,7,2,0,0,4,1,1,1
37,female,Delhi,single,7.5,3,2.4,2,5,5,7,9,6,3,7,2,1,0,2,1,1,0
35,male,Chennai,married,5.2,7,5.1,4,7,7,7,5,5,3,4,4,0,1,5,0,0,0
35,female,Mumbai,married,5.1,4,3.3,3,9,9,5,5,6,3,6,7,1,0,4,1,1,1
38,female,Pune,in_relationship,6,1,7.1,3,10,8,2,3,2,4,4,6,1,0,2,1,1,1
28,female,Mumbai,single,6.7,4,4.2,2,7,7,5,7,6,3,6,2,1,0,3,1,1,1
33,female,Delhi,single,6.2,2,4.2,4,10,8,4,4,6,4,4,7,0,0,4,1,1,1
26,male,Kolkata,in_relationship,7.3,5,2,3,7,6,7,8,4,5,5,6,1,0,1,1,1,0
31,male,Delhi,single,7.6,4,5.6,4,4,7,8,7,5,2,6,2,1,0,2,1,1,0
27,female,Mumbai,single,7,0,5.6,1,6,8,2,6,3,3,6,0,1,0,3,1,1,1
29,non_binary,Bengaluru,in_relationship,8.9,0,4.4,3,5,5,9,7,8,4,8,3,0,0,3,1,1,0
33,female,Delhi,married,7.5,5,7.4,3,6,7,9,8,5,5,5,5,0,1,4,1,0,0
21,female,Pune,in_relationship,5.5,5,5.6,4,8,9,5,7,4,4,10,4,1,0,2,1,1,1
45,female,Delhi,single,8.2,0,2.9,3,10,8,4,5,5,3,10,5,0,1,3,0,0,1
20,male,Kolkata,in_relationship,5.9,3,3.1,4,10,9,5,5,5,4,8,6,0,1,4,1,1,1
18,male,Jaipur,single,8.1,1,5.7,2,8,6,4,6,7,4,7,5,0,0,4,1,1,1
37,female,Bengaluru,single,8.6,2,8.9,3,7,6,3,7,7,2,7,1,1,0,2,1,1,1
34,female,Jaipur,married,7.5,6,5.1,3,5,6,10,9,6,4,8,4,0,0,5,1,1,0
33,male,Bengaluru,single,5.1,4,5.9,3,9,7,3,4,5,4,5,3,0,1,5,1,1,1
33,female,Surat,single,5.9,7,5.7,3,8,5,7,8,5,3,8,4,0,0,4,1,1,0
28,male,Mumbai,single,8.5,6,7.9,2,9,7,6,6,8,3,8,6,1,0,3,1,1,1
21,female,Chennai,married,6.7,6,0.6,2,6,6,7,4,4,3,4,3,0,1,5,1,0,0
29,male,Hyderabad,in_relationship,7.1,6,5.8,1,5,7,8,8,3,1,8,4,0,1,3,0,0,0
23,male,Bengaluru,in_relationship,7.9,3,6.5,4,8,9,6,6,2,3,5,4,0,1,2,1,0,1
36,female,Ahmedabad,in_relationship,7.5,2,2.8,4,8,6,2,6,3,4,6,3,1,0,2,1,1,1
27,male,Chennai,single,7.1,4,3.2,4,8,6,5,4,7,2,5,5,1,0,2,1,1,1
21,female,Mumbai,single,6.7,7,2.8,4,7,7,6,5,6,2,5,3,0,1,4,1,1,0
25,female,Mumbai,single,6.5,1,3,1,9,8,1,4,7,2,8,4,0,1,4,1,1,1
31,female,Chennai,single,7.3,1,4.1,2,6,7,6,6,4,4,9,1,1,0,3,1,1,0
23,male,Chennai,single,7.4,3,5,3,8,7,7,6,7,5,6,8,0,1,3,1,1,1
21,male,Surat,married,6.9,4,7.1,3,5,8,8,7,5,5,8,2,1,0,4,1,1,0
30,male,Kolkata,single,8.3,4,6.7,3,8,9,7,5,5,2,9,4,0,0,5,1,0,1
30,non_binary,Surat,single,6.4,0,2.8,3,10,10,4,4,5,4,5,8,0,1,4,0,0,1
24,female,Chennai,single,5.5,6,2.8,3,9,6,6,5,4,2,2,5,0,1,4,1,1,1
24,female,Delhi,single,6.1,1,7.1,3,10,10,2,5,7,2,9,7,0,1,4,1,1,1
30,female,Mumbai,married,5.4,2,6.2,2,10,10,3,4,5,3,5,5,1,0,2,0,0,1
18,female,Kolkata,single,6.6,0,4.7,4,10,10,3,3,3,4,3,8,0,1,1,1,1,1
18,female,Ahmedabad,single,7.7,7,7.5,3,8,7,7,9,4,4,1,3,1,0,5,1,1,0
22,male,Mumbai,in_relationship,5.8,3,4.4,2,10,10,1,3,3,3,7,7,0,1,3,1,1,1
26,female,Bengaluru,single,7.4,2,5.5,2,5,6,7,7,6,3,0,2,0,1,3,1,1,0
30,male,Surat,single,6.2,6,3.8,3,9,6,6,6,7,3,3,5,0,1,4,1,1,1
40,female,Hyderabad,single,6.1,4,5.7,4,7,7,10,10,3,4,8,2,1,0,3,1,0,0
35,female,Bengaluru,in_relationship,5.2,4,1.5,3,10,8,4,5,5,5,8,8,0,0,4,1,1,1
27,female,Bengaluru,complicated,6.5,4,4.1,3,6,6,6,7,3,2,5,0,1,0,5,1,1,0
28,male,Delhi,in_relationship,6.1,2,2.9,2,6,5,6,6,7,3,6,1,1,0,4,1,1,0
20,male,Bengaluru,single,7.6,2,3.8,4,6,7,5,6,6,2,3,1,0,0,2,1,0,0
28,male,Bengaluru,married,6.9,0,2.6,2,10,10,3,5,7,4,3,7,0,1,5,1,1,1
26,male,Mumbai,single,5.4,0,3.4,3,10,10,2,4,1,3,6,6,0,1,3,1,1,1
31,male,Kolkata,single,8,6,0.9,5,4,5,10,9,9,3,5,5,1,0,3,1,1,0
21,female,Bengaluru,single,6.5,5,5.8,4,7,7,7,9,2,2,6,5,1,0,2,1,1,1
32,female,Pune,single,7.2,2,4.3,2,6,5,4,7,4,2,1,1,0,0,1,1,1,0
40,male,Pune,in_relationship,7,6,1.1,2,5,4,8,7,4,1,9,2,0,0,3,1,1,0
27,male,Delhi,in_relationship,6.1,2,4,3,10,10,5,3,4,3,8,5,1,0,2,1,0,1
31,male,Chennai,married,7.3,2,5.2,2,6,7,5,5,4,3,8,3,0,0,5,1,0,1
34,female,Bengaluru,in_relationship,7.6,4,3.4,4,10,6,5,5,4,3,9,8,0,1,3,1,1,1
25,female,Jaipur,in_relationship,4.8,1,3.1,3,10,10,5,5,4,5,3,8,0,1,4,1,1,1
30,female,Delhi,single,6.4,3,4.4,3,10,8,4,6,5,2,4,2,0,0,4,1,1,1
28,female,Chennai,single,6.3,4,5.2,3,10,7,4,3,5,4,0,4,0,1,2,0,0,1
29,non_binary,Ahmedabad,in_relationship,7.3,3,1.6,5,5,6,10,7,6,5,14,2,0,0,2,1,1,0
22,female,Delhi,single,8.4,3,5.6,5,5,7,7,5,9,1,5,2,0,0,3,0,0,0
28,male,Mumbai,married,5.7,6,3,3,7,5,5,4,6,4,10,4,1,0,4,1,1,0
32,female,Chennai,single,6.4,2,4.5,3,9,8,5,4,6,3,2,5,0,0,4,0,0,1
40,male,Kolkata,single,6.2,1,4.4,3,7,8,2,5,5,1,8,2,0,1,4,1,0,1
36,female,Delhi,single,6,0,3.4,3,10,6,4,5,4,2,11,3,0,0,3,0,0,1
45,male,Ahmedabad,single,6.1,3,3.6,2,5,6,6,5,6,4,6,1,1,0,3,1,1,0
22,female,Bengaluru,single,7.5,2,3.9,2,7,5,9,5,6,5,2,5,0,1,4,1,1,0
35,female,Chennai,in_relationship,5.7,5,7.8,2,9,10,3,2,3,4,5,4,0,0,1,1,1,1
29,female,Delhi,single,7.1,2,2.8,3,6,7,7,7,6,3,0,2,1,0,3,1,1,0
46,female,Jaipur,in_relationship,4.6,7,8.8,3,10,10,4,4,1,3,6,5,1,0,3,1,1,1
22,male,Delhi,single,6.3,2,4,1,10,9,4,7,2,5,7,9,0,1,4,1,1,1
21,male,Bengaluru,single,6.2,0,5.1,3,10,9,4,4,6,5,6,6,1,0,2,1,1,1
23,male,Mumbai,single,9,5,2.3,3,6,4,8,7,7,2,4,4,0,1,2,1,1,0
18,male,Mumbai,married,6.7,2,3,4,8,5,3,4,5,2,7,2,0,0,3,1,1,1
24,female,Hyderabad,single,4.4,2,3.5,3,10,9,1,1,4,1,7,5,0,1,5,1,1,1
22,male,Delhi,in_relationship,4.6,3,2.8,2,8,7,5,3,4,5,2,1,1,0,2,1,1,1
29,female,Pune,single,6.9,5,4.4,1,6,6,6,6,6,3,7,2,1,0,4,1,1,0
31,female,Mumbai,in_relationship,7.7,0,3.7,2,6,7,6,5,6,4,13,1,0,0,5,1,0,0
43,female,Bengaluru,single,7.4,2,10.3,2,10,10,2,2,4,1,2,3,1,0,3,1,1,1
36,male,Delhi,in_relationship,7.1,3,2.2,4,7,7,6,6,5,3,5,4,0,1,3,1,1,0
23,female,Mumbai,in_relationship,7.8,4,6,3,6,5,8,8,7,3,12,4,1,0,3,1,1,0
21,female,Mumbai,married,6.6,6,5.6,4,7,6,7,6,7,4,10,4,1,0,4,1,1,0
32,female,Bengaluru,single,7.7,4,3.3,2,8,5,5,8,6,3,5,5,1,0,2,1,1,1
18,female,Hyderabad,single,4.8,2,5.9,4,10,9,2,1,5,2,6,3,0,1,3,1,0,1
43,female,Bengaluru,single,5.9,0,3.7,3,10,8,1,3,4,2,5,4,0,0,3,1,1,1
37,male,Hyderabad,married,5,2,0,1,6,5,5,5,7,5,4,1,1,0,5,1,1,0
24,female,Ahmedabad,in_relationship,6.7,3,7.6,4,6,8,7,6,5,4,6,0,1,0,2,1,1,0
18,male,Mumbai,in_relationship,6.3,5,3.7,3,5,6,10,7,5,4,6,1,1,0,3,1,1,0
39,male,Bengaluru,single,6.8,5,2.4,4,9,9,6,6,5,2,5,7,0,1,4,1,0,1
27,male,Surat,single,6.8,1,7.1,2,9,6,2,3,7,1,4,2,1,0,3,1,1,1
38,male,Hyderabad,single,5.8,4,3.8,4,10,10,3,4,4,2,1,9,0,1,3,0,0,1
18,male,Chennai,married,6.4,3,6.3,2,10,10,3,2,4,3,5,8,0,1,3,1,1,1
23,male,Delhi,in_relationship,4.9,2,6.9,4,10,10,2,1,2,4,10,5,0,1,3,1,0,1
28,female,Kolkata,married,8.3,2,4.4,4,8,5,7,5,9,5,7,5,1,0,5,1,1,0
28,female,Kolkata,single,6.5,4,6.1,2,9,8,4,4,6,4,4,6,0,1,3,1,1,1
24,female,Hyderabad,in_relationship,6.3,5,3.3,5,7,6,10,7,6,5,9,1,1,0,4,0,0,0
33,male,Surat,in_relationship,8.6,3,9,3,9,8,5,5,5,4,6,6,1,0,5,1,1,1
19,male,Mumbai,single,5.3,2,3.1,4,10,9,1,3,5,2,11,7,0,1,3,1,1,1
27,female,Mumbai,married,5.4,1,6.6,1,10,8,4,4,3,4,5,5,0,1,5,1,1,1
29,male,Kolkata,married,4.9,3,6.7,5,6,6,6,5,2,5,9,1,1,0,4,1,1,0
32,male,Pune,married,6.1,0,4.1,2,9,6,5,7,5,5,4,5,1,0,2,1,1,1
34,female,Mumbai,in_relationship,7.5,1,3.2,4,10,8,6,3,7,3,7,5,0,0,1,1,1,1
19,male,Delhi,single,7.2,4,4.7,2,7,8,7,6,7,3,7,4,1,0,3,1,1,1
18,female,Mumbai,single,10,0,0.2,2,2,2,9,7,9,2,5,2,0,0,2,1,1,0
38,female,Delhi,married,4.3,3,4.9,4,10,9,3,3,3,4,4,5,0,0,5,1,1,1
31,male,Kolkata,single,7.1,4,5.5,4,6,8,7,7,6,5,5,4,1,0,3,1,1,0
22,male,Hyderabad,in_relationship,6.3,3,4.8,2,8,7,6,5,5,3,6,2,0,0,5,1,0,1
40,female,Bengaluru,in_relationship,5.3,3,0,4,7,3,5,5,7,3,8,0,1,0,2,1,1,0
29,male,Bengaluru,in_relationship,6.3,5,2,4,8,7,7,6,5,4,5,5,0,0,5,1,0,0
37,male,Mumbai,complicated,5.9,5,3,3,7,5,6,5,7,3,6,0,0,0,3,1,1,0
29,non_binary,Delhi,single,8.7,7,5.3,5,4,5,10,9,8,3,6,3,1,0,3,1,1,0
44,male,Ahmedabad,single,7.9,5,5.1,2,6,6,7,10,7,3,5,4,0,1,3,1,1,0
42,female,Surat,single,6.8,2,4.2,2,9,9,5,4,4,3,4,7,0,1,4,1,1,1
26,non_binary,Pune,single,8.2,6,6.6,4,5,6,10,9,9,4,7,3,1,0,5,1,1,0
36,male,Mumbai,single,4.9,5,2.4,3,10,10,5,5,4,4,13,9,0,1,3,1,1,1
33,male,Jaipur,single,4.8,1,6.8,3,9,9,1,4,4,2,7,2,1,0,2,1,1,1
39,male,Kolkata,married,3.8,0,4.6,3,10,10,1,4,1,3,8,5,1,0,3,0,0,1
20,male,Kolkata,married,6.3,4,6.2,3,8,10,4,5,4,3,8,7,1,0,5,1,0,1
33,male,Bengaluru,single,6.8,2,4.1,4,8,6,7,6,6,4,6,1,1,0,4,1,1,0
36,female,Bengaluru,single,7.2,5,8.4,3,9,8,5,5,4,3,10,3,1,0,4,1,1,1
18,male,Delhi,married,7,2,5.8,3,10,8,5,3,4,3,6,7,1,0,4,1,1,1
19,female,Mumbai,single,5.1,1,2.6,4,8,9,4,4,4,3,8,4,0,1,3,1,1,1
18,non_binary,Delhi,single,8.1,4,5,4,6,5,8,5,7,3,4,6,0,1,4,1,1,0
26,female,Delhi,single,6.8,3,6,4,10,8,6,4,2,4,2,8,0,1,5,1,1,1
34,female,Bengaluru,in_relationship,7.9,3,3.3,2,7,6,9,8,6,4,8,3,1,0,3,1,0,0
40,male,Kolkata,single,4.1,4,7.7,3,8,9,5,6,2,3,3,0,1,0,4,1,1,1
29,female,Bengaluru,married,7.4,2,7.4,2,7,10,6,7,4,4,8,4,1,0,4,1,1,1
41,female,Mumbai,single,5.6,2,0,2,7,4,6,8,8,4,2,0,0,0,1,1,0,0
18,male,Surat,in_relationship,6.2,4,5.1,3,10,8,3,4,8,3,4,5,0,1,4,1,1,1
18,male,Surat,single,7.4,4,3,2,7,8,7,7,6,3,2,5,1,0,1,1,1,1
28,female,Kolkata,single,6.6,2,6.2,4,8,6,3,4,4,3,14,2,1,0,4,1,0,1
31,male,Surat,in_relationship,6,5,6.4,4,5,7,8,6,4,4,1,2,0,0,4,1,1,0
28,male,Hyderabad,in_relationship,6.2,0,6.1,1,10,8,1,2,5,3,7,4,1,0,3,1,1,1
18,male,Surat,in_relationship,4.8,6,8.7,2,8,7,2,6,5,4,10,0,1,0,3,1,1,1
27,male,Mumbai,in_relationship,8,2,4.1,2,7,6,7,6,8,5,8,4,0,1,5,1,1,0
18,female,Bengaluru,married,6.8,1,5.7,2,9,9,3,7,4,3,8,4,0,0,3,0,0,1
33,female,Delhi,married,7.9,2,7.9,3,8,8,4,6,5,2,6,2,1,0,4,1,1,1
31,female,Delhi,in_relationship,5.8,4,4.8,3,6,7,6,5,7,2,11,0,1,0,4,1,1,0
20,male,Mumbai,single,6.4,4,6.1,3,9,9,2,5,4,2,8,5,0,0,5,1,1,1
24,male,Ahmedabad,single,6.2,3,3.9,4,9,7,4,4,4,4,7,4,1,0,2,1,0,1
20,female,Kolkata,single,7.6,3,3.9,1,4,8,8,9,8,2,7,2,1,0,3,1,1,0
27,male,Hyderabad,in_relationship,5.6,4,2.9,4,8,5,5,5,3,3,6,3,1,0,2,1,1,0
36,male,Mumbai,single,7.6,2,5.1,2,8,9,5,4,1,4,4,3,1,0,2,1,0,1
20,female,Pune,single,6.5,2,5.9,3,10,9,2,2,5,3,10,6,1,0,3,1,0,1
32,male,Ahmedabad,married,4.6,2,6.9,2,10,10,1,2,4,3,9,3,0,0,4,1,1,1
24,female,Bengaluru,married,5.8,2,6.8,4,10,9,1,2,4,4,4,5,1,0,5,1,1,1
22,male,Chennai,married,5.3,4,4.2,2,7,6,6,5,3,4,6,3,1,0,3,1,1,0
27,male,Delhi,single,6.9,3,2.1,3,9,9,7,7,5,3,5,7,0,1,3,1,1,1
20,male,Bengaluru,in_relationship,5.6,6,5.4,4,8,9,5,8,3,3,5,4,0,0,3,1,1,1
24,female,Jaipur,single,8.1,3,6.7,2,3,6,8,6,5,5,6,2,0,0,2,1,1,0
18,female,Delhi,single,6.5,3,6,2,10,8,4,6,7,4,8,5,0,1,3,1,1,1
44,female,Bengaluru,single,6.6,4,7.5,3,7,10,8,6,2,5,4,3,1,0,4,1,1,1
28,female,Jaipur,single,7.5,2,4.1,2,10,10,4,5,5,3,2,8,0,1,3,0,0,1
22,male,Chennai,single,8,6,3.6,3,5,7,8,5,8,3,9,5,0,1,5,1,1,0
30,female,Mumbai,married,7,2,3,3,9,8,4,5,6,2,4,7,0,1,5,1,1,1
27,male,Mumbai,single,6.1,0,4.4,3,9,8,1,1,6,2,2,3,0,0,1,1,0,1
26,female,Mumbai,in_relationship,4.9,1,4.3,3,10,8,2,4,5,5,4,4,0,0,3,1,1,1
33,male,Ahmedabad,in_relationship,6.2,1,4.9,4,9,10,3,4,4,3,5,7,0,0,3,1,1,1
34,female,Bengaluru,single,6.6,4,5.5,2,6,5,6,7,6,5,11,3,1,0,3,1,1,0
24,male,Mumbai,single,7.1,1,4.2,2,8,5,3,3,7,2,8,1,0,0,3,1,1,1
23,male,Surat,single,6.6,4,2.9,5,6,7,7,7,5,2,9,2,0,0,2,1,1,0
26,female,Hyderabad,in_relationship,7.7,1,6.4,2,10,10,3,4,2,3,7,8,0,1,5,1,1,1
18,male,Delhi,single,6,3,5.1,2,8,7,2,4,6,3,9,3,1,0,3,1,1,1
18,male,Hyderabad,single,6.9,2,4.2,1,6,5,6,7,8,4,3,2,0,1,2,1,1,0
39,male,Chennai,single,8.1,3,3.4,4,6,7,7,6,6,3,6,2,1,0,3,1,1,0
41,male,Mumbai,in_relationship,6.9,2,3,3,10,7,5,5,5,3,4,4,1,0,2,1,1,1
26,female,Delhi,married,6.4,2,8,3,10,8,3,4,2,3,6,5,1,0,3,1,1,1
33,female,Pune,single,6.4,1,6.1,3,10,7,2,4,5,3,9,3,1,0,2,1,1,1
30,female,Bengaluru,in_relationship,6.2,4,1.3,4,10,8,5,6,3,2,6,8,0,0,2,1,0,1
53,female,Hyderabad,in_relationship,6,4,7.2,3,9,10,3,4,1,3,10,5,1,0,2,1,1,1
37,male,Bengaluru,married,6,1,6.3,5,10,10,5,3,3,5,2,6,0,1,5,1,1,1
27,female,Mumbai,married,7.3,3,6.1,3,5,8,6,7,4,2,8,1,1,0,3,1,1,0
20,male,Mumbai,in_relationship,6.6,0,8.8,4,9,6,4,6,6,5,3,1,1,0,4,1,1,1
18,male,Bengaluru,in_relationship,5.2,4,5.1,4,9,8,4,5,4,3,7,3,1,0,2,1,0,1
30,female,Delhi,married,8.9,6,3.9,3,5,6,9,8,6,3,9,2,1,0,2,1,0,0
22,male,Mumbai,single,7.7,1,5.2,2,10,10,4,4,2,4,6,6,1,0,3,1,1,1
18,female,Pune,single,4.8,5,6.4,3,10,10,3,6,2,4,8,6,1,0,5,1,0,1
23,male,Surat,single,6.4,0,3.3,3,10,10,1,3,3,4,2,7,0,1,4,1,1,1
19,female,Kolkata,married,6.4,3,5.7,2,7,7,2,4,3,4,2,1,1,0,5,1,0,1
41,female,Pune,married,9,2,1.9,3,3,5,10,10,7,5,8,1,1,0,4,1,1,0
35,female,Delhi,single,5.5,3,7.2,4,10,10,3,3,1,1,12,6,1,0,3,1,1,1
28,female,Surat,in_relationship,8.2,3,2.7,5,8,5,9,8,7,3,2,4,0,1,1,0,0,0
40,female,Delhi,single,8.7,4,2.5,4,9,5,6,7,8,2,9,6,0,0,3,1,1,0
29,male,Surat,single,6.2,4,4.3,5,8,7,6,7,4,4,6,4,0,0,3,1,0,1
21,female,Surat,complicated,6,2,4.8,2,8,7,3,3,6,3,2,2,1,0,2,1,1,1
40,male,Chennai,single,5.6,1,6.7,3,8,5,2,4,3,4,3,1,1,0,3,1,1,1
32,female,Surat,single,6.8,7,3,5,3,3,10,9,5,4,6,3,0,0,3,1,1,0
20,female,Hyderabad,in_relationship,6.7,1,4.5,2,8,7,5,4,5,3,5,3,1,0,3,1,1,1
26,female,Delhi,in_relationship,7.8,0,3,2,10,9,4,4,6,3,3,6,1,0,5,1,1,1
21,male,Bengaluru,single,8,2,4.8,5,5,6,9,8,8,4,1,2,1,0,2,1,1,0
18,male,Ahmedabad,in_relationship,5.5,1,7.9,2,10,8,1,2,6,3,4,1,1,0,3,1,1,1
35,female,Mumbai,in_relationship,4.6,4,6.3,2,10,7,3,4,3,4,7,3,1,0,2,1,0,1
43,male,Ahmedabad,single,7,2,6.2,4,10,9,1,3,4,2,5,5,0,0,4,1,1,1
18,male,Surat,single,7.2,4,8.6,4,8,8,6,7,3,3,5,1,1,0,3,0,0,1
33,male,Delhi,in_relationship,7.2,5,3.3,4,4,5,10,8,5,3,6,2,0,1,3,1,1,0
23,female,Kolkata,single,6,0,5.5,3,10,7,1,1,5,2,10,4,1,0,1,1,1,1
24,female,Jaipur,married,6.9,4,9.4,3,8,5,6,4,4,3,8,0,1,0,4,1,1,0
23,male,Surat,married,8.4,2,7.4,3,9,10,3,5,6,4,5,7,0,1,4,0,0,1
21,male,Surat,complicated,7.2,5,2.6,5,7,5,8,6,4,2,9,2,1,0,3,1,1,0
28,male,Hyderabad,single,6.6,1,5.3,3,9,9,3,5,5,2,2,5,0,1,2,1,1,1
21,female,Surat,married,5.9,1,4.5,5,8,8,3,2,3,3,4,4,0,1,5,1,0,1
30,female,Kolkata,single,6.9,3,6.9,2,10,8,3,3,3,3,6,3,1,0,4,1,1,1
28,male,Mumbai,single,9,4,3,3,4,3,8,6,9,4,2,2,0,0,4,1,0,0
26,male,Bengaluru,single,6.1,3,2.8,3,6,6,4,6,5,5,5,3,1,0,4,1,1,0
21,male,Chennai,single,6.7,0,3.1,2,10,8,1,4,4,2,0,7,0,1,4,1,1,1
23,female,Delhi,in_relationship,6.1,6,4.1,3,7,6,7,7,4,5,12,2,1,0,2,1,1,0
34,female,Ahmedabad,single,8.3,2,6.1,3,8,6,5,4,9,2,3,2,0,0,5,1,1,1
32,male,Chennai,single,8.7,4,2.6,4,3,5,10,7,6,4,11,2,1,0,2,1,0,0
20,male,Mumbai,in_relationship,7.3,3,3.3,5,10,8,5,5,5,3,5,9,0,1,3,1,0,1
29,male,Hyderabad,single,7,6,0.9,4,9,10,6,4,4,2,7,8,0,1,4,1,1,1
34,female,Kolkata,in_relationship,6.9,0,6.5,4,8,9,3,4,5,3,4,0,0,1,4,0,0,1
18,male,Hyderabad,single,4,6,7,3,10,7,2,7,3,3,6,6,0,1,4,1,1,1
32,female,Mumbai,married,7.8,4,3.8,5,8,6,6,6,6,4,7,7,0,1,4,1,1,1
